Uniprot_name,SA.KO3P1_S20_L007_R1_001.sam,SA.KO3P2_S13_L006_R1_001.sam,SA.KOSS1_S12_L006_R1_001.sam,SA.KOSS2_S23_L007_R1_001.sam,SA.WT3P1_S19_L007_R1_001.sam,SA.WT3P2_S22_L007_R1_001.sam,SA.WTSS1_S11_L006_R1_001.sam,SA.WTSS2_S21_L007_R1_001.sam
64065,558,408,191,683,720,1166,471,901
57221,68,86,32,141,162,354,148,260
59351,1,0,0,1,0,0,0,0
23593,315,210,118,329,387,562,169,416
57224,449,239,181,452,412,505,243,460
100423001,0,0,0,0,0,0,0,0
441172,204,73,76,149,380,450,221,546
100507462,53,47,19,52,70,74,25,58
25901,210,131,84,213,322,342,150,299
345930,3,3,2,1,2,3,1,0
85021,578,298,221,523,568,669,342,742
58527,158,113,64,177,219,258,110,194
51696,223,211,81,290,169,342,108,217
167838,4,4,2,7,23,13,1,12
10370,237,180,83,295,164,231,83,192
645434,4,1,1,3,3,0,2,2
100507477,0,0,0,0,0,0,0,0
4829,1,1,0,0,3,0,1,2
51534,476,338,159,539,521,708,199,428
57211,109,104,43,144,95,111,60,78
153910,2,1,0,3,3,3,3,2
3097,195,114,89,234,275,398,143,268
100507489,1,0,0,1,7,3,4,3
51390,217,102,67,187,310,363,172,328
134637,312,177,109,308,262,361,151,296
8504,169,87,65,135,171,181,94,144
2519,584,345,257,615,668,863,364,869
285740,0,0,0,1,0,0,0,2
9749,269,220,102,350,151,268,103,157
84946,459,206,156,386,583,592,265,455
153918,0,0,0,0,0,0,0,0
5325,327,240,135,382,435,765,272,637
57061,4,8,5,12,7,5,6,6
83443,740,339,286,641,891,892,433,973
8676,5,2,2,4,16,22,7,10
7402,503,315,239,600,312,397,272,303
7957,61,19,21,36,108,88,48,76
100507557,3,4,1,4,6,13,4,10
100289222,3,2,1,1,3,5,1,1
84085,253,175,95,281,138,254,130,154
257218,361,182,139,285,167,203,115,122
2911,3,0,1,0,5,3,4,4
10981,56,28,16,56,199,292,117,276
79747,0,0,0,0,1,1,0,0
729176,28,24,10,40,36,42,15,21
729178,0,0,0,1,2,2,0,1
134957,116,81,54,97,75,139,72,78
100507593,3,9,4,9,5,10,3,3
389432,42,45,18,67,30,47,15,33
100507613,1,0,0,0,0,0,0,1
23328,153,104,67,208,98,191,86,137
10090,169,107,82,220,171,253,112,242
23118,639,357,252,698,719,1029,417,849
387082,1,1,1,1,1,1,0,0
340152,1,1,1,1,2,0,1,1
85313,386,252,156,395,460,614,238,500
116254,152,126,45,176,182,312,92,224
11104,200,115,75,200,261,288,161,262
9113,263,174,116,265,188,339,144,217
348995,805,487,307,900,693,930,395,819
5110,743,536,304,860,938,1199,484,889
84918,302,261,137,466,454,686,296,519
100507624,7,3,1,9,5,8,2,5
135250,1,0,0,0,0,0,1,1
353091,14,6,6,5,14,23,3,14
80328,51,25,24,44,90,149,53,135
80329,29,21,9,27,69,107,36,81
646024,15,7,6,18,17,26,13,20
154064,4,3,4,6,17,24,5,24
79465,36,16,15,26,21,26,10,13
81706,92,76,48,128,166,254,103,290
389434,0,0,0,0,0,0,0,0
57480,47,40,16,51,48,120,47,109
25902,748,332,259,585,1019,1279,537,1248
100507662,0,0,0,1,1,0,0,0
9590,921,664,387,1227,746,1187,469,1054
57621,235,106,91,238,284,378,148,310
55005,167,102,73,188,155,200,71,172
79624,300,229,116,358,326,391,188,253
80129,1,3,3,9,6,11,4,7
2099,0,0,0,1,2,1,1,1
23345,500,291,209,520,447,541,316,425
100505475,0,0,1,0,0,1,1,0
80177,0,1,1,0,1,0,0,0
7432,0,0,0,0,0,0,0,0
26271,461,309,191,435,468,627,265,432
54516,241,136,80,249,224,284,138,225
26575,23,21,6,37,25,30,12,23
4988,0,0,0,1,0,0,0,0
26034,11,3,3,5,10,15,9,7
154043,173,110,63,176,93,177,62,170
22828,688,380,300,700,601,861,388,621
100422821,0,0,0,1,0,1,0,0
100505519,14,13,8,29,7,14,4,13
26230,76,57,26,96,43,89,33,72
100505539,53,39,23,64,26,22,21,30
51106,139,66,56,156,145,181,73,145
49861,2,7,1,13,2,4,2,4
50508,0,0,0,0,0,1,0,1
100302259,0,0,0,0,0,0,0,0
57492,676,370,278,655,419,566,278,520
729515,220,120,114,181,216,322,93,289
79683,37,23,12,21,51,78,31,73
51429,413,225,168,417,492,656,242,615
8871,158,101,54,173,177,306,130,182
84947,89,62,37,101,127,171,66,172
404672,229,131,77,220,292,318,145,312
100505560,15,4,6,7,3,3,5,5
56995,225,165,106,244,135,207,98,181
57583,435,327,178,567,335,575,219,411
100505581,0,1,0,1,0,1,0,1
6993,455,233,208,451,806,871,354,909
94120,10,3,8,19,32,30,10,30
7430,1095,561,453,987,958,1231,523,1209
202459,58,21,17,66,69,102,36,89
100130967,3,3,0,5,9,10,4,9
83861,72,39,35,56,61,56,39,52
117289,4,1,1,1,7,8,6,7
84624,112,79,54,155,57,52,26,34
6648,323,217,122,365,314,391,158,283
9589,614,371,230,623,656,892,346,622
100129518,24,12,10,15,23,16,8,20
39,490,169,168,319,322,271,179,273
6950,1949,1099,841,2001,1645,2101,902,1933
677806,2,1,0,3,1,1,2,0
677812,1,1,0,1,1,3,1,0
29074,490,234,163,422,549,655,314,542
154197,4,1,0,0,3,1,0,0
4142,0,0,0,0,0,0,0,0
3482,1231,723,484,1307,991,1327,688,1188
729603,29,16,21,28,28,48,10,27
6580,1,1,1,3,2,2,0,0
6582,0,0,0,0,0,0,0,0
6581,1,0,0,0,3,0,2,2
80350,15,6,3,11,9,4,6,3
4018,2,1,0,0,0,0,0,0
5340,0,0,0,0,0,2,0,0
100505627,0,0,0,0,0,0,0,0
4216,358,177,147,353,308,413,203,346
56895,242,156,107,294,276,454,132,331
79992,13,3,2,11,6,10,4,3
5071,3,2,1,7,15,23,8,25
135138,10,8,1,11,10,11,3,13
729658,0,0,0,0,0,0,0,0
285796,0,0,0,0,0,0,0,0
401282,0,0,0,0,0,0,0,0
9444,807,735,326,1150,635,1115,374,606
728316,0,0,0,1,0,2,0,0
168090,6,2,1,3,3,2,2,3
10846,132,107,50,181,94,138,59,110
100505705,0,0,0,0,1,0,0,0
90632,1,2,0,5,2,1,2,1
441177,0,0,0,0,1,4,1,0
6862,6,2,3,8,4,6,1,4
285800,0,0,0,0,1,0,0,0
113402,235,117,67,216,272,320,119,243
100289495,10,12,7,27,30,39,15,31
51660,194,129,62,173,241,332,148,261
6196,230,121,69,234,279,417,168,357
100302141,0,0,0,0,0,0,0,0
8635,153,70,54,146,175,187,72,195
11116,134,92,68,167,149,172,80,158
1235,0,1,0,0,0,5,1,0
2853,0,0,0,0,0,0,0,0
401285,0,0,0,0,0,0,0,0
54346,0,0,0,0,0,1,0,0
83887,20,17,10,20,14,18,11,13
6953,0,0,0,0,0,0,0,0
729995,0,0,0,0,0,0,0,0
401286,0,0,0,0,0,0,0,0
26238,0,1,0,0,0,0,0,0
441179,0,0,0,0,0,0,0,0
653483,15,24,6,38,9,11,1,15
4301,732,461,304,773,530,838,483,725
100505818,329,245,148,532,407,698,251,588
100128124,0,0,0,0,0,0,0,0
100505879,0,0,0,0,0,1,0,0
3834,2,1,4,6,11,14,0,6
79981,4,3,1,2,5,48,7,37
168002,0,0,0,0,0,1,0,0
64094,0,0,0,0,0,1,0,0
7058,2,4,3,6,2,10,2,6
253769,177,99,50,209,164,226,126,219
387263,441,340,168,544,409,555,224,369
55274,287,159,110,303,158,292,133,249
6991,5,8,2,5,11,12,6,11
55780,124,75,34,117,141,149,75,126
401288,13,3,7,19,15,14,3,13
80069,8,0,2,6,8,14,5,5
100505903,0,0,0,1,1,2,0,2
154449,0,0,0,0,0,0,0,0
28514,91,58,35,101,199,255,48,170
84498,322,163,131,318,246,365,140,259
5689,1315,653,510,1183,1300,1433,636,1280
6908,228,147,71,231,283,304,129,296
5134,572,301,241,595,668,744,342,639
100132858,1,3,1,7,0,1,1,1
100507642,3,4,1,6,10,4,4,4
56975,88,70,36,102,75,112,45,142
442497,0,0,0,0,0,1,0,1
100131372,0,0,0,1,0,0,0,0
5154,53,32,26,64,34,75,27,92
100505476,0,1,1,2,0,0,0,1
441307,6,5,5,12,0,2,2,7
5575,129,50,54,101,99,82,43,80
100505500,0,0,0,0,1,0,0,0
54919,807,442,300,797,433,519,265,517
23353,1204,808,511,1381,768,1243,483,1121
51608,434,192,156,383,367,421,184,475
100505531,23,17,5,16,12,20,12,13
11033,111,67,44,146,107,121,48,158
90639,273,141,88,282,185,240,99,251
54905,10,3,2,1,5,3,0,8
84310,535,259,185,483,772,856,397,966
442907,0,0,0,0,0,0,0,0
100505551,24,10,6,39,5,4,0,8
100505568,2,0,0,1,0,0,0,2
115330,24,19,10,31,5,2,7,8
2852,36,28,15,33,4,9,3,11
90637,70,24,22,57,65,56,33,73
340260,169,106,78,162,59,79,43,111
79778,70,45,24,64,34,64,25,59
26173,1965,943,706,1789,922,1176,529,1182
7975,146,89,63,139,143,271,85,243
100128653,12,3,6,10,10,11,12,9
202915,9,3,2,10,5,6,1,9
84262,544,278,228,525,621,736,288,816
114796,155,74,64,143,144,190,80,190
260341,12,5,1,6,17,18,7,18
401296,2,0,0,1,0,0,0,0
392617,178,115,56,202,44,88,22,76
100505644,3,1,0,0,1,1,0,0
8379,402,157,127,311,240,265,121,268
100128374,1,2,0,1,0,0,0,0
29960,518,242,211,471,461,492,248,509
4521,243,132,87,204,214,225,109,228
29886,121,48,41,94,74,81,28,77
8662,2712,1324,1185,2559,1716,2026,856,2143
55501,220,95,78,183,121,149,72,191
100288594,24,9,10,19,8,10,3,8
3955,15,9,6,18,3,10,5,5
221927,798,362,266,701,529,476,268,565
23288,285,119,124,264,169,182,79,160
80727,1104,645,391,1184,724,1023,370,993
155185,0,0,1,4,4,3,1,1
100505712,0,1,0,1,1,2,0,2
100505731,0,0,0,0,0,0,0,0
2768,414,196,164,375,291,394,172,386
84433,0,0,0,3,1,0,0,0
221935,210,106,84,246,133,187,81,195
221937,1193,779,468,1358,421,807,241,744
9907,342,142,140,260,202,157,88,164
55698,189,115,76,172,114,132,52,201
56903,56,40,34,75,40,51,23,25
221938,6,7,1,4,3,9,0,12
441191,336,138,116,267,334,389,193,426
57786,327,184,121,358,265,334,160,205
389458,7,3,2,5,3,5,2,13
645700,10,5,8,13,11,9,3,10
26100,724,304,278,570,564,623,300,630
222962,138,113,56,171,86,123,34,152
84629,858,440,317,815,405,537,237,466
100129484,33,13,10,24,33,18,18,50
80028,383,207,145,324,199,257,115,241
693174,0,0,2,1,0,0,0,0
100505829,0,0,0,0,0,0,0,0
60,4803,2267,1802,3860,2574,2692,1258,2858
6624,1104,664,404,1254,213,335,114,352
54476,703,340,233,599,549,734,283,701
401303,45,23,19,44,38,34,20,36
654231,1,0,0,1,1,0,0,0
51622,448,252,153,443,381,428,175,312
222967,3,2,2,5,2,1,0,4
5395,193,107,78,203,203,238,123,194
7965,400,152,152,279,266,313,136,269
27102,1566,805,585,1553,1179,1460,619,1341
84132,250,149,103,268,167,252,75,175
9265,354,244,134,440,228,289,137,292
84792,165,113,73,175,184,224,71,161
5879,1649,1037,669,1795,1421,2232,725,1836
100505846,15,7,5,22,13,21,8,10
221955,199,100,84,193,169,197,86,257
11014,1208,828,491,1377,1245,1726,630,1406
392862,29,32,9,44,18,22,8,21
55146,362,200,139,351,454,578,228,512
79034,193,75,57,143,130,142,73,157
54753,212,106,79,198,180,297,112,330
7559,293,204,106,279,271,436,181,258
100505863,4,9,0,5,4,2,2,1
441194,106,64,40,100,93,109,70,116
728194,3,1,3,3,2,2,0,1
221960,380,194,148,347,294,402,156,268
100131257,12,4,2,5,11,7,1,3
56913,59,55,31,92,66,95,29,65
100505904,5,1,0,0,0,0,1,2
340267,3,1,0,0,0,0,3,1
54468,345,188,123,353,261,318,132,253
6119,288,179,106,273,279,363,141,305
729852,102,85,39,114,131,164,44,106
100505921,2,1,3,5,2,5,4,3
113263,214,178,103,301,128,177,71,109
3382,71,37,34,84,164,220,87,253
100505938,68,48,31,61,55,60,28,52
30010,2,0,1,3,1,0,0,0
168741,0,0,0,0,0,0,0,0
4697,758,333,256,687,683,592,313,684
9678,507,323,223,497,310,369,212,321
100505960,1,2,1,4,1,1,2,0
221981,9,14,5,14,4,8,3,5
54664,273,350,112,497,223,334,149,166
221806,87,76,27,111,52,97,32,58
85477,2,2,3,2,2,0,1,1
100505977,0,0,0,0,0,0,0,0
10124,73,51,38,91,66,63,28,55
2115,14,13,9,14,9,12,3,3
1607,0,0,0,0,0,1,0,1
392636,0,0,0,0,0,0,0,0
4223,0,0,0,0,0,0,0,0
729920,16,14,6,27,13,13,9,14
100506025,0,1,0,0,0,0,1,0
25928,25,22,14,26,7,7,4,8
100506049,0,0,0,0,0,0,0,0
57037,145,94,76,158,160,159,85,125
28969,669,320,230,627,389,434,217,439
27075,173,183,71,265,147,224,77,165
10551,0,0,0,0,0,0,0,1
155465,0,0,0,0,0,0,0,0
196,87,50,25,86,49,87,39,54
23161,241,213,112,364,184,266,138,164
221823,50,19,20,38,59,75,28,70
100302140,0,0,0,0,0,0,0,0
9734,19,29,7,36,11,19,5,15
7291,94,38,28,103,65,72,34,79
222894,0,0,0,0,0,0,0,0
221830,519,381,226,600,436,531,229,334
100422967,0,0,0,0,0,0,0,0
256130,0,0,0,0,0,0,0,0
346389,0,0,0,0,0,0,0,0
100506098,0,0,0,0,0,0,0,0
100506130,3,0,0,5,0,3,0,4
3696,0,3,0,8,1,4,1,0
340273,3,1,0,1,0,2,1,0
221833,39,25,12,48,31,54,11,33
222901,1666,846,647,1631,1090,1190,534,1312
6671,102,74,37,107,56,73,43,46
100302122,0,0,0,0,0,0,0,0
8701,52,41,21,102,41,53,25,50
55536,289,201,103,336,224,262,129,255
9771,80,69,36,132,77,135,57,105
256227,34,25,18,41,15,15,7,16
100506178,0,0,0,1,1,1,0,0
541472,1,1,0,0,0,0,0,0
3569,0,0,0,0,0,1,0,0
54543,785,492,324,837,788,905,401,877
692210,1,2,0,1,1,1,1,1
84668,532,377,232,625,289,339,166,233
100506198,0,1,0,1,1,1,0,0
55975,202,119,78,210,200,235,86,174
11097,346,160,124,312,327,343,144,256
10457,13,3,7,6,13,10,5,4
115416,308,151,115,268,219,267,120,290
10643,536,359,195,658,371,471,229,326
256355,5,4,4,6,4,6,2,4
29896,697,372,276,656,548,500,277,439
1197,261,157,77,278,182,246,102,226
90693,46,61,21,70,47,60,22,44
340277,27,21,12,36,43,56,23,48
56164,0,1,2,2,0,1,1,3
4852,0,0,0,0,0,0,0,2
51678,151,98,49,175,87,111,45,94
1687,68,58,24,102,75,121,43,90
26031,227,169,99,292,141,204,86,139
54205,943,882,397,1366,812,1049,389,797
136895,92,62,33,95,52,75,30,67
64111,0,0,0,0,0,0,0,0
100506236,0,0,0,0,0,0,0,0
406940,0,0,0,0,0,0,0,0
9603,213,122,88,228,130,151,67,119
3181,11336,6366,4662,11455,7615,8088,3893,6354
11335,1556,1174,583,2102,1160,1523,531,1005
29887,87,111,26,137,73,122,45,89
100289338,9,3,2,7,13,10,3,13
441204,3,12,5,12,7,16,5,10
9808,0,1,0,0,1,0,0,0
100506289,0,2,0,1,0,0,1,0
285941,0,0,0,1,0,0,0,0
8935,462,332,153,536,301,444,168,386
3198,55,36,30,56,55,43,24,45
100506311,410,288,147,467,328,410,205,400
3199,32,12,11,35,26,23,11,18
3200,169,95,60,189,100,113,61,158
285943,37,26,28,48,33,40,22,42
3201,156,59,43,115,68,80,23,92
100133311,81,35,39,82,40,34,30,35
3202,463,226,181,352,350,338,205,322
3203,108,43,39,92,57,68,50,66
3204,14,8,11,21,14,18,10,21
3205,478,278,187,530,344,494,262,392
442920,0,2,0,1,0,2,1,1
3206,528,293,219,503,546,556,292,593
3207,222,113,86,218,186,211,125,233
221883,112,52,51,94,108,119,71,125
3209,98,83,45,152,25,46,34,26
100316868,9,6,8,6,6,5,2,6
100129463,0,1,0,1,0,0,0,0
2128,0,0,0,0,0,2,2,1
11112,335,248,145,385,339,462,181,404
8887,956,557,433,947,923,1125,522,880
221895,97,88,22,126,67,145,28,73
100128081,0,0,0,0,0,0,0,0
9586,234,263,96,394,227,552,181,411
401317,120,108,34,118,81,181,57,177
9865,6,5,0,8,1,1,1,2
100506497,0,0,0,0,0,0,0,0
54504,591,343,221,621,408,409,223,397
1124,26,22,13,30,21,31,14,35
222171,11,5,6,3,10,11,3,12
646762,222,138,95,237,134,203,82,168
100271874,0,0,0,0,0,0,0,0
442524,2,3,4,10,7,2,2,4
644150,16,7,6,15,13,15,7,24
9805,2474,1513,1030,2674,1746,2432,1061,1996
55033,89,60,31,108,66,100,53,77
84725,45,33,25,52,33,35,32,41
222166,642,460,279,778,304,404,229,488
223082,61,40,22,66,52,77,23,36
693133,0,0,0,0,0,0,0,0
222161,54,46,26,79,52,70,17,44
100506516,0,0,0,1,0,1,0,0
100506535,0,1,0,0,0,1,0,1
10392,116,77,53,147,170,209,73,120
79017,737,476,275,902,691,900,361,714
100287825,0,0,0,1,0,0,1,0
401320,48,36,16,63,23,36,10,46
2617,3715,1753,1456,3104,3658,4177,1794,3913
1395,3,1,4,3,1,2,1,2
100506602,1,0,0,1,0,1,0,0
11185,1,1,1,0,0,0,0,0
84182,84,56,31,89,74,83,38,89
358,10,5,6,10,13,12,6,22
2692,0,0,0,0,0,0,0,0
117,44,32,34,65,22,26,14,33
63974,0,0,0,0,0,0,0,0
223075,0,0,0,0,0,0,0,0
10842,0,0,0,0,0,0,0,0
5137,12,9,5,14,4,2,1,2
100130673,4,6,0,11,2,4,2,3
23658,348,287,138,432,290,373,150,244
23080,219,136,83,198,127,186,83,124
441208,6,13,5,15,12,13,8,7
693134,0,0,0,0,0,0,0,0
401321,91,73,27,102,50,85,24,65
25948,359,203,129,312,452,619,208,395
441212,76,34,30,72,100,109,39,135
11328,398,274,157,435,211,410,148,394
51251,105,98,41,181,337,489,73,122
6100,140,60,59,141,210,287,117,288
27241,147,92,46,158,124,127,56,105
55025,4,0,1,1,0,0,0,1
168667,27,7,11,30,24,26,10,24
100506699,0,0,0,0,0,0,0,0
404744,1,1,1,3,1,0,1,0
387129,0,0,0,0,0,0,0,0
23333,446,341,179,553,299,430,126,208
554236,2,3,1,3,1,0,0,2
57057,22,11,7,23,12,21,12,14
64224,175,110,89,217,139,219,74,181
100506725,0,0,0,0,0,1,1,0
989,670,551,256,899,488,646,309,416
402481,0,0,0,0,0,0,0,0
80820,70,38,33,69,38,49,23,61
23366,137,120,60,179,141,228,76,134
54443,1051,595,417,978,530,631,365,524
313,1,1,0,0,1,0,0,0
9844,25,22,22,44,45,46,18,71
100302113,0,0,0,0,0,0,0,0
353345,0,0,0,0,0,0,0,0
51314,0,0,0,0,0,0,0,0
6424,3,5,3,8,8,5,0,8
54749,104,49,46,100,104,161,63,143
83930,396,204,135,380,346,359,181,346
6967,0,0,0,0,0,0,0,0
6969,0,0,0,0,0,0,0,0
6972,0,0,0,0,0,0,0,0
445347,0,0,0,0,0,0,0,0
6966,0,0,0,0,0,0,0,0
6968,0,0,0,0,0,0,0,0
6970,0,0,0,0,0,0,0,0
6971,0,0,0,0,0,0,0,0
6983,1,0,0,0,0,0,0,0
6982,0,0,0,0,0,0,0,0
100506776,40,22,14,51,11,11,5,11
6978,0,1,0,1,1,1,0,0
6977,1,2,0,1,0,0,1,0
6976,0,1,0,3,0,0,1,0
6974,0,0,1,0,0,0,0,0
273,145,73,47,149,81,93,30,112
340286,3,1,0,2,2,0,0,0
27072,536,341,229,538,260,249,155,180
11281,14,7,8,17,1,1,1,0
57002,138,66,52,148,136,145,69,117
646999,2,2,2,5,6,7,1,12
5898,468,317,170,553,449,598,226,431
349114,155,84,56,185,105,124,55,144
8621,546,282,200,555,329,460,202,354
136647,300,197,128,321,248,330,130,311
79783,117,62,47,98,83,64,25,77
100506829,0,0,0,0,0,0,0,0
3624,2,1,0,3,26,175,21,179
285954,0,0,0,0,1,2,0,3
2737,338,197,117,447,187,306,107,256
79020,190,102,61,155,164,183,77,148
5683,975,508,377,859,766,670,345,582
64983,361,178,144,372,323,352,166,327
23072,14,12,2,15,13,12,2,26
100127950,1,0,0,1,0,0,0,0
100506895,1,1,0,1,4,1,0,5
9263,202,157,65,283,152,168,60,121
55744,294,175,130,275,364,474,187,461
644,265,130,98,282,295,373,157,336
64951,705,335,303,618,574,575,266,697
55665,331,146,139,275,345,369,163,402
51619,73,29,35,49,72,99,43,86
84820,256,111,79,197,212,230,98,243
285955,17,10,4,22,13,11,10,5
100287164,1,1,0,0,0,1,1,1
401331,17,13,8,22,4,12,4,19
255031,2,6,3,6,5,7,6,6
28988,711,385,264,698,501,499,233,540
5224,33,10,16,22,14,6,5,11
100506936,62,42,24,80,31,57,20,21
27434,181,98,75,160,138,117,55,138
165,1,1,1,1,1,1,0,0
5425,1754,953,599,1714,1252,1611,569,1932
58498,0,0,0,0,0,0,0,0
2645,0,0,0,0,1,5,1,5
10652,1182,528,445,966,1010,1184,466,1133
816,31,12,8,30,59,49,26,61
23386,989,473,356,838,863,1148,393,1054
29881,12,8,6,9,18,21,11,14
54606,1114,483,454,894,700,697,331,744
222068,450,219,151,363,430,627,250,556
4967,524,296,221,550,322,465,159,447
83637,585,331,217,600,469,536,269,548
5478,4157,1905,1597,3476,2857,2538,1366,2734
94239,1664,1012,639,1670,771,990,430,871
5814,674,657,278,1065,277,531,180,311
64005,0,0,0,0,2,0,2,0
285958,653,278,262,568,738,729,416,725
677798,15,13,7,26,22,18,13,20
83605,199,107,70,222,150,200,65,245
100128364,0,0,1,2,0,1,0,0
23148,60,39,27,66,45,94,23,107
9238,1118,504,428,903,762,866,388,888
654319,3,2,6,5,5,3,1,3
677796,8,2,3,4,6,11,4,6
677795,0,1,2,0,1,0,0,1
10268,0,0,0,0,0,0,0,0
107,537,390,230,714,281,530,200,506
641977,131,69,50,133,67,92,53,88
100507256,22,13,7,23,9,9,5,16
100506986,22,14,9,16,17,15,8,22
3484,0,0,0,0,0,0,0,0
3486,14,4,1,7,6,15,4,7
64759,232,161,98,248,79,133,64,115
401335,0,0,0,0,0,0,0,0
168507,7,4,4,6,5,5,3,5
80099,0,0,0,0,0,0,0,0
3364,115,68,44,110,72,101,41,78
256979,1,0,0,1,0,1,0,0
136288,5,0,2,3,8,2,2,3
7378,101,64,39,83,195,317,106,368
154664,1,1,0,1,1,1,0,3
168448,35,26,10,40,17,25,9,11
375567,0,2,0,1,0,1,1,1
11055,0,0,0,0,0,0,0,0
100130988,0,0,0,0,0,0,0,0
10320,10,3,5,12,2,8,6,9
100507042,0,0,0,0,0,0,0,0
63979,549,365,213,602,391,420,198,340
1644,2,2,1,1,5,0,0,0
100129427,0,0,0,0,0,0,0,0
2887,1115,624,448,1150,715,1145,444,938
23242,81,90,36,162,110,190,60,169
100131871,10,6,1,12,10,10,6,15
285877,0,0,0,0,0,0,0,0
401337,0,0,0,0,0,0,0,0
3262,0,0,0,0,0,0,2,0
222008,12,5,2,9,2,4,0,1
23480,315,196,128,356,413,610,176,439
1956,88,83,38,154,51,86,34,81
100507500,0,1,0,0,0,0,1,0
55915,262,91,106,150,180,156,113,123
81552,319,180,122,330,214,309,122,285
360132,95,82,41,126,48,76,21,82
730376,8,9,4,15,20,15,0,12
100507269,21,8,5,17,19,14,8,14
100128326,20,6,9,15,15,13,7,15
346288,0,0,0,1,1,1,1,0
349075,36,26,15,34,16,12,6,11
51373,216,94,67,202,176,230,99,197
2631,576,400,215,726,619,841,293,657
5723,349,208,171,402,431,481,189,436
908,2307,1432,994,2530,1602,1871,843,1537
677803,0,2,1,1,0,0,0,0
25870,1308,742,507,1338,1063,1248,526,1397
5260,17,4,3,6,3,7,2,3
51142,2383,1093,884,2118,2041,2323,1050,2454
389493,0,0,0,0,0,0,0,0
100132050,1,3,1,5,6,4,4,5
100507369,7,6,7,5,11,11,3,15
650226,0,0,0,2,0,1,0,0
222029,2,0,1,0,0,0,0,0
100289196,7,5,3,4,12,12,4,9
401357,1,0,0,1,2,0,1,0
100130849,0,0,0,0,0,0,0,0
100287294,4,0,0,2,1,3,0,2
100422917,0,0,0,0,0,0,0,0
90827,4,1,3,2,4,2,2,1
642006,0,0,0,0,0,0,0,0
100422939,0,0,0,0,0,0,0,0
441234,154,135,58,184,0,1,0,2
100287633,0,0,0,1,0,0,0,0
643955,2,3,1,3,1,0,0,1
100287704,2,1,0,4,4,2,1,5
100287834,0,2,2,3,6,1,2,4
100506447,0,0,0,1,0,0,0,0
100422848,0,0,0,0,0,0,0,0
402269,2,0,0,2,0,0,1,0
100132653,0,0,0,0,0,0,0,0
100132217,0,1,0,1,0,0,0,1
100506050,0,0,0,1,0,0,0,0
442319,2,3,3,2,4,2,3,4
730291,3,0,1,3,0,2,0,1
168417,2,0,0,3,1,1,0,0
728927,74,62,40,85,45,64,32,37
649395,207,95,86,186,200,205,98,183
340252,84,100,25,126,67,114,44,55
641746,20,5,5,12,8,6,7,9
51427,169,180,68,355,235,435,96,99
7697,129,100,51,213,136,238,89,132
168474,15,11,9,33,8,20,2,9
441239,0,0,0,0,0,0,0,0
10793,62,61,35,87,67,135,46,70
51351,43,44,23,67,80,112,33,43
2086,29,16,11,39,35,29,21,21
643180,136,80,55,148,144,161,66,120
285905,22,20,11,25,25,30,8,31
168374,178,176,53,252,226,305,111,116
441242,0,1,0,1,0,0,2,0
644619,23,21,7,22,20,23,16,31
643253,95,48,31,90,118,159,44,75
677807,1,0,0,0,2,3,0,2
84214,1,2,1,0,0,1,1,0
154807,46,43,26,82,76,121,37,89
2990,306,173,136,401,514,646,253,697
435,199,62,68,151,212,179,101,202
27297,168,103,82,190,262,354,149,348
8460,69,26,36,51,77,97,43,86
285908,100,35,28,82,157,128,64,143
100289098,8,5,6,11,51,74,21,60
493754,323,167,131,293,468,555,241,539
154881,218,148,83,245,218,387,165,322
27342,108,60,37,110,144,208,87,175
729156,1,0,1,4,1,11,3,9
644794,52,37,21,62,111,122,56,133
55069,541,334,211,555,512,761,268,650
51119,617,329,276,570,1041,1289,515,1014
55253,183,78,74,191,216,218,92,182
100507456,3,0,2,5,4,5,0,2
5382,15,4,4,13,16,13,7,17
64940,144,72,50,145,169,181,90,173
100507468,3,3,3,5,5,7,3,8
26053,344,213,132,337,325,525,227,451
64409,0,0,0,0,0,0,0,0
83698,0,0,0,0,0,1,0,0
441250,85,40,28,76,94,85,48,74
155370,280,139,94,272,317,394,164,312
441251,29,7,2,22,18,21,13,9
9883,687,376,283,616,685,939,445,935
260294,178,80,56,187,339,411,166,479
378108,7,5,2,6,5,3,4,5
100507615,3,1,1,4,6,5,2,0
100507625,0,0,0,0,0,0,0,0
442578,49,25,24,56,47,58,25,21
389517,5,2,5,12,6,4,9,11
100093631,521,303,199,581,428,668,259,582
654816,0,0,0,0,0,0,0,0
401375,7,3,4,6,17,20,9,14
55695,336,152,136,314,393,461,163,526
135892,0,0,0,1,2,1,1,3
8468,6,2,3,1,3,3,2,3
8326,38,19,8,34,31,63,20,57
9031,1360,767,563,1233,1434,1914,804,1522
9275,178,86,77,149,372,407,191,423
26608,396,175,161,386,422,548,230,545
51085,169,106,54,203,120,175,65,167
155382,29,16,8,37,52,48,26,81
84277,89,45,35,86,104,90,51,90
114049,343,159,118,298,363,386,159,423
6804,74,40,25,59,54,83,23,105
100505484,0,1,0,1,0,0,0,1
100422948,0,0,0,0,0,0,0,0
171022,1,0,0,0,0,1,0,1
83451,118,68,35,110,112,139,58,154
1365,0,0,0,0,0,3,0,1
1364,2,0,0,3,3,1,0,6
100128031,0,0,0,0,0,0,0,0
155368,6,9,0,11,30,26,9,32
135886,0,0,0,0,2,0,0,0
2006,5,3,3,9,4,8,4,6
3984,283,155,109,295,195,302,119,296
